Hour	EnterCount	OutCount	SeatCount	
7:00	0	0	0	
8:00	0	0	0	
9:00	0	0	0	
10:00	0	0	0	
11:00	0	0	0	
12:00	0	0	0	
13:00	0	0	0	
14:00	0	0	0	
15:00	0	0	0	
16:00	0	0	0	
17:00	0	0	0	
18:00	0	0	0	
19:00	0	0	0	
20:00	0	0	0	
21:00	0	0	0	
22:00	0	0	0	
23:00	0	0	0	
24:00	0	0	0	
